,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä
822,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 1È­- ºÏ±Ø¼º ÀÌ¾ß±â,1,2011.06.23,5121,9.72,1773,18,1,0.3462214411247803,0.0035149384885764497
823,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 2È­- ¿°·ÂÀ» °¡Áø ¾ÆÀÌ,2,2011.06.26,2270,9.73,1809,9,1,0.7969162995594714,0.003964757709251102
824,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 3È­- ¸ðµÎ°¡ ²Þ²Ù´Â ±× ´É·Â,3,2011.07.19,1147,9.74,1645,7,1,1.4341761115954665,0.006102877070619006
825,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 4È­- ÅÂÇ³ÀÌ´Â ÂøÇß½À´Ï´Ù.,4,2011.07.26,779,9.73,1633,7,1,2.096277278562259,0.008985879332477536
826,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 5È­- ´É·ÂÀÚ ³¿»õ°¡ ³­´Ù.,5,2011.08.02,620,9.76,1622,5,1,2.6161290322580646,0.008064516129032258
827,½Ã°£ÀÇ ¼¶,ÇÁ·Ñ·Î±×,1,2010.03.04,1879,9.44,401,10,1,0.21341138903672166,0.005321979776476849
828,½Ã°£ÀÇ ¼¶,1È­ - µµÂø,2,2010.03.11,1311,9.58,459,4,1,0.3501144164759725,0.0030511060259344014
829,½Ã°£ÀÇ ¼¶,2È­ - ¼ö»ö,3,2010.03.18,957,9.65,458,5,1,0.4785788923719958,0.00522466039707419
830,½Ã°£ÀÇ ¼¶,3È­ - ¹ß°ß,4,2010.03.25,707,9.66,368,4,1,0.5205091937765205,0.005657708628005658
831,½Ã°£ÀÇ ¼¶,4È­ - µ¹¾Æ°¡´Â ±æ,5,2010.04.01,584,9.69,355,2,1,0.6078767123287672,0.003424657534246575
832,NoNameD,1 È­ - ÅÍ³Î,1,2011.07.11,2015,9.64,1868,3,1,0.9270471464019852,0.001488833746898263
833,NoNameD,2 È­ - The Door,2,2011.07.18,799,9.67,1794,4,1,2.2453066332916145,0.0050062578222778474
834,NoNameD,3 È­ - ÁöÀº,3,2011.07.25,403,9.67,1674,0,1,4.153846153846154,0.0
835,NoNameD,4 È­ - transfer,4,2011.08.08,322,9.66,1618,0,1,5.024844720496894,0.0
836,NoNameD,5È­ - monochromat,5,2011.08.15,467,9.62,1615,0,1,3.4582441113490363,0.0
837,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 1È­,1,2009.07.07,4434,9.39,153,5,1,0.03450608930987822,0.0011276499774470004
838,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 2È­,2,2009.07.14,1814,9.4,121,4,1,0.06670341786108049,0.002205071664829107
839,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 3È­,3,2009.07.15,635,9.53,133,2,1,0.2094488188976378,0.0031496062992125984
840,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 4È­,4,2009.07.22,347,9.71,125,0,1,0.36023054755043227,0.0
841,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 5È­,5,2009.07.29,255,9.57,126,0,1,0.49411764705882355,0.0
842,°í½Ã»ýÅ÷,1. ÀÚÁö ¾ÊÀ¸·Á ³ë·ÂÇÏ±â (1),1,2010.03.25,3714,9.65,1000,7,1,0.2692514808831449,0.001884760366182014
843,°í½Ã»ýÅ÷,2. ÀÚÁö ¾ÊÀ¸·Á ³ë·ÂÇÏ±â (2),2,2010.04.02,1684,9.64,541,7,1,0.32125890736342044,0.004156769596199525
844,°í½Ã»ýÅ÷,3. ÇÐ±³ ¿¬¸ø¿¡ ´«¹°À» ¾Ä°í,3,2010.04.17,716,9.64,527,1,1,0.7360335195530726,0.0013966480446927375
845,°í½Ã»ýÅ÷,4. ½ÃÇè±â°£ÀÔ´Ï´Ù.,4,2010.04.24,374,9.72,495,0,1,1.3235294117647058,0.0
846,°í½Ã»ýÅ÷,5. ²É ÇÇ´Â º½ÀÌ ¿À¸é,5,2010.05.01,263,9.75,479,0,1,1.8212927756653992,0.0
847,µÎ±Ù°Å·Á¿ä,ÇÁ·Ñ·Î±×,1,2013.09.02,2343,9.77,1222,194,1,0.521553563807085,0.08279982927870252
848,µÎ±Ù°Å·Á¿ä,1È­,2,2013.09.05,1731,9.82,1302,133,1,0.7521663778162911,0.07683419988445984
849,µÎ±Ù°Å·Á¿ä,2È­,3,2013.09.08,760,9.81,1413,124,1,1.8592105263157894,0.1631578947368421
850,µÎ±Ù°Å·Á¿ä,3È­,4,2013.09.12,275,9.81,1202,120,1,4.370909090909091,0.43636363636363634
851,µÎ±Ù°Å·Á¿ä,4È­,5,2013.09.14,177,9.81,1139,113,1,6.435028248587571,0.6384180790960452
852,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<¹é¼ö ½Ç¿¬´çÇÏ´Ù!>>,1,2008.11.20,3226,9.47,375,9,1,0.1162430254184749,0.002789832610043397
853,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<³» ¿©ÀÚÀÇ ³²ÀÚÄ£±¸>>,2,2008.11.27,1292,9.57,359,4,1,0.27786377708978327,0.0030959752321981426
854,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<±ÍÇÏ½Å ¸ö>>,3,2008.12.04,554,9.68,431,2,1,0.7779783393501805,0.0036101083032490976
855,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<¿ÀÀÌ¸¸µµ ¸øÇÑ ³ð>>,4,2008.12.09,355,9.67,408,3,1,1.1492957746478873,0.008450704225352112
856,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<Áñ°Å¿î ¸¶Æ®>>,5,2008.12.16,201,9.68,445,1,1,2.2139303482587063,0.004975124378109453
857,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 01,1,2007.04.30,1574,9.49,487,2,1,0.30940279542566707,0.0012706480304955528
858,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 02,2,2007.05.01,599,9.66,429,1,1,0.7161936560934892,0.001669449081803005
859,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 03,3,2007.05.02,302,9.7,483,1,1,1.599337748344371,0.0033112582781456954
860,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 04,4,2007.05.03,213,9.61,491,0,1,2.3051643192488265,0.0
861,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 05,5,2007.05.05,182,9.67,520,0,1,2.857142857142857,0.0
862,³×·ÎÀÇ ½ÇÇè½Ç,1. °ËÀº ¸¶¹ý»ç (»ó),1,2011.06.09,3618,9.66,1775,8,1,0.4906025428413488,0.002211166390270868
863,³×·ÎÀÇ ½ÇÇè½Ç,1. °ËÀº ¸¶¹ý»ç (Áß),2,2011.06.13,1508,9.65,1585,0,1,1.0510610079575597,0.0
864,³×·ÎÀÇ ½ÇÇè½Ç,1. °ËÀº ¸¶¹ý»ç (ÇÏ),3,2011.06.16,711,9.68,1614,1,1,2.270042194092827,0.0014064697609001407
865,³×·ÎÀÇ ½ÇÇè½Ç,2. ¿À¿ùÀÇ ½ÅºÎ (»ó),4,2011.06.20,498,9.7,1622,0,1,3.2570281124497993,0.0
866,³×·ÎÀÇ ½ÇÇè½Ç,2. ¿À¿ùÀÇ ½ÅºÎ (ÇÏ),5,2011.06.23,269,9.74,1613,0,1,5.996282527881041,0.0
867,º°ÀÇ À¯¾ð,1,1,2010.05.03,2671,9.55,864,13,1,0.3234743541744665,0.004867090977162112
868,º°ÀÇ À¯¾ð,2,2,2010.05.10,1421,9.56,779,9,1,0.5482054890921886,0.0063335679099225895
869,º°ÀÇ À¯¾ð,3,3,2010.05.17,601,9.52,728,4,1,1.2113144758735441,0.0066555740432612314
870,º°ÀÇ À¯¾ð,4,4,2010.05.24,431,9.59,728,3,1,1.6890951276102089,0.0069605568445475635
871,º°ÀÇ À¯¾ð,5,5,2010.05.31,345,9.61,721,2,1,2.0898550724637683,0.005797101449275362
872,¼Ò¼³°¡J,µ¥½ºÇÃ·Ô~Death plot~,1,2008.10.22,1018,9.72,439,3,1,0.431237721021611,0.0029469548133595285
873,¼Ò¼³°¡J,Àýº®±Í 1È­,2,2008.11.09,1724,9.78,733,2,1,0.4251740139211137,0.001160092807424594
874,¼Ò¼³°¡J,Àýº®±Í 2È­,3,2008.11.19,1039,9.78,698,0,1,0.6717998075072185,0.0
875,¼Ò¼³°¡J,Àýº®±Í 3È­,4,2008.12.04,677,9.73,525,0,1,0.7754800590841949,0.0
876,¼Ò¼³°¡J,Àýº®±Í 4È­,5,2009.01.26,601,9.62,494,0,1,0.8219633943427621,0.0
877,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 000,1,2008.11.04,1128,8.9,159,2,1,0.14095744680851063,0.0017730496453900709
878,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 001,2,2008.11.04,721,9.21,184,2,1,0.2552011095700416,0.0027739251040221915
879,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 002,3,2008.11.05,427,9.29,167,2,1,0.3911007025761124,0.00468384074941452
880,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 003,4,2008.11.06,407,9.48,161,2,1,0.3955773955773956,0.004914004914004914
881,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 004,5,2008.11.07,382,9.46,184,2,1,0.4816753926701571,0.005235602094240838
882,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (1),1,2008.09.25,2511,9.55,578,3,1,0.23018717642373557,0.0011947431302270011
883,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (2),2,2008.10.02,786,9.6,442,1,1,0.5623409669211196,0.001272264631043257
884,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (3),3,2008.10.09,326,9.54,614,1,1,1.883435582822086,0.003067484662576687
885,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (4),4,2008.10.16,184,9.6,455,0,1,2.472826086956522,0.0
886,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (5),5,2008.10.23,152,9.61,406,0,1,2.6710526315789473,0.0
887,²É¹ç¿¡¼Ö,[²É¹ç¿¡¼Ö] - 1È­,1,2010.12.05,2287,9.49,1847,4,1,0.8076082203760385,0.0017490161783996502
888,²É¹ç¿¡¼Ö,[²É¹ç¿¡¼Ö] - 2È­,2,2010.12.16,1151,9.55,2162,1,1,1.8783666377063424,0.0008688097306689834
889,²É¹ç¿¡¼Ö,[²É¹ç¿¡¼Ö] - 3È­,3,2010.12.25,405,9.61,1902,0,1,4.696296296296296,0.0
890,²É¹ç¿¡¼Ö,[²É¹ç¿¡¼Ö] - 4È­,4,2011.01.01,175,9.61,1915,0,1,10.942857142857143,0.0
891,²É¹ç¿¡¼Ö,[²É¹ç¿¡¼Ö] - 5È­,5,2011.01.08,103,9.71,1771,0,1,17.194174757281555,0.0
892,Èåµå·¯Áö´Ù,Èåµå·¯Áö´Ù Á¦1È­ - Áê½ÅÀÇ È²Á¦,1,2009.03.23,938,9.6,415,1,1,0.44243070362473347,0.0010660980810234541
893,Èåµå·¯Áö´Ù,Èåµå·¯Áö´Ù Á¦2È­ - ´ÜÇâ,2,2009.03.30,520,9.7,421,2,1,0.8096153846153846,0.0038461538461538464
894,Èåµå·¯Áö´Ù,Èåµå·¯Áö´Ù Á¦3È­ - È²ÀÚ,3,2009.04.06,250,9.69,436,0,1,1.744,0.0
895,Èåµå·¯Áö´Ù,Èåµå·¯Áö´Ù Á¦4È­ - ¸ðÈÄ,4,2009.04.13,143,9.66,408,0,1,2.8531468531468533,0.0
896,Èåµå·¯Áö´Ù,Èåµå·¯Áö´Ù Á¦5È­ - ¼ºÀý,5,2009.04.20,126,9.73,413,0,1,3.2777777777777777,0.0
897,¿·ÁýÈ­¶û,¿·Áý¿¡ È­¶ûÀÌ ÀÌ»ç¿Ô´Ù.,1,2010.06.18,1200,9.69,878,0,1,0.7316666666666667,0.0
898,¿·ÁýÈ­¶û,ºÎ¿ëÀü¼³,2,2010.06.25,456,9.71,729,1,1,1.5986842105263157,0.0021929824561403508
899,¿·ÁýÈ­¶û,ÅÂ¸§ÀÌÀÇ ±â¹¦ÇÑ ºÎ¿ë,3,2010.07.02,209,9.62,633,1,1,3.028708133971292,0.004784688995215311
900,¿·ÁýÈ­¶û,»ß»ß ¾²´Â ³²ÀÚ,4,2010.07.09,116,9.67,664,0,1,5.724137931034483,0.0
901,¿·ÁýÈ­¶û,ÇÏÇÏÇÏÇÏÇÏÇÏÇÏÁKÇÏÇÏÇÏÇÏÁKÇÏÇÏ,5,2010.07.16,98,9.55,754,0,1,7.6938775510204085,0.0
902,ºÒ¸¸½Ã´ë,1È­,1,2014.02.14,1155,9.52,218,41,1,0.18874458874458874,0.0354978354978355
903,ºÒ¸¸½Ã´ë,2È­,2,2014.02.21,473,9.58,179,35,1,0.3784355179704017,0.07399577167019028
904,ºÒ¸¸½Ã´ë,3È­,3,2014.02.28,189,9.48,169,29,1,0.8941798941798942,0.15343915343915343
905,ºÒ¸¸½Ã´ë,4È­,4,2014.03.07,96,9.67,166,32,1,1.7291666666666667,0.3333333333333333
906,ºÒ¸¸½Ã´ë,5È­,5,2014.03.14,92,9.64,170,33,1,1.8478260869565217,0.358695652173913
907,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò,<ÇÁ·Ñ·Î±×>¼ö»óÇÑ ¾ÆÄí¾Æ¸®¿ò,1,2010.08.19,1112,9.45,342,5,1,0.30755395683453235,0.0044964028776978415
908,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò,<1> ÁÒ½º¹Ù´Â »ç½Ç Æ÷µµ¸À ¾ÆÀÌ½ºÅ©¸²,2,2010.08.26,684,9.57,349,3,1,0.5102339181286549,0.0043859649122807015
909,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò,<2>¼öÁ·°ü¿¡ ¾ÆÄí¾Æ¸®¿ò,3,2010.09.02,355,9.61,246,2,1,0.6929577464788732,0.005633802816901409
910,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò,<3>naega godeunger rani?,4,2010.09.09,171,9.48,259,1,1,1.5146198830409356,0.005847953216374269
911,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò,<4> ¿ì¸®µéÀÇ ²Ú²Ú´ò´ø ½Ã°£,5,2010.09.16,133,9.52,243,1,1,1.8270676691729324,0.007518796992481203
912,LOST,1È­,1,2010.08.17,674,9.62,433,0,1,0.642433234421365,0.0
913,LOST,2È­,2,2010.08.24,345,9.61,434,0,1,1.2579710144927536,0.0
914,LOST,3È­,3,2010.08.31,133,9.62,464,0,1,3.488721804511278,0.0
915,LOST,4È­,4,2010.09.07,81,9.65,463,0,1,5.716049382716049,0.0
916,LOST,5È­,5,2010.09.16,54,9.71,368,0,1,6.814814814814815,0.0
917,º½ÀÌ¿© ¿À¶ó,ÇÁ·Ñ·Î±×,1,2010.04.21,1138,9.54,1150,5,1,1.0105448154657293,0.004393673110720563
918,º½ÀÌ¿© ¿À¶ó,1È­,2,2010.04.28,746,9.61,1272,2,1,1.7050938337801609,0.002680965147453083
919,º½ÀÌ¿© ¿À¶ó,2È­,3,2010.05.05,263,9.62,1075,2,1,4.08745247148289,0.0076045627376425855
920,º½ÀÌ¿© ¿À¶ó,3È­,4,2010.05.12,98,9.65,1063,1,1,10.846938775510203,0.01020408163265306
921,º½ÀÌ¿© ¿À¶ó,4È­,5,2010.05.19,53,9.56,1077,1,1,20.32075471698113,0.018867924528301886
922,¾ó·è¸»,1. ¼¼ÅÂ,1,2011.03.08,1083,9.61,1381,8,1,1.2751615881809788,0.007386888273314866
923,¾ó·è¸»,2. ¿ì¹Î,2,2011.03.15,391,9.68,1341,3,1,3.4296675191815855,0.0076726342710997444
924,¾ó·è¸»,3. ¹®Á¦Á¡,3,2011.03.22,182,9.69,1374,3,1,7.549450549450549,0.016483516483516484
925,¾ó·è¸»,4. »çÀÌºñ,4,2011.03.29,147,9.75,1177,3,1,8.006802721088436,0.02040816326530612
926,¾ó·è¸»,5. ¸¶À»,5,2011.04.05,84,9.8,1159,3,1,13.797619047619047,0.03571428571428571
927,±âÅ¸¸Ç,±âÅ¸¸Ç 1È­,1,2011.10.26,1092,9.61,1125,1,1,1.0302197802197801,0.0009157509157509158
928,±âÅ¸¸Ç,±âÅ¸¸Ç 2È­,2,2011.11.02,553,9.59,1073,0,1,1.9403254972875226,0.0
929,±âÅ¸¸Ç,±âÅ¸¸Ç 3È­,3,2011.11.09,260,9.72,1366,0,1,5.253846153846154,0.0
930,±âÅ¸¸Ç,±âÅ¸¸Ç 4È­,4,2011.11.16,140,9.79,1434,0,1,10.242857142857142,0.0
931,±âÅ¸¸Ç,±âÅ¸¸Ç 5È­,5,2011.11.23,92,9.78,963,0,1,10.467391304347826,0.0
932,My OH,ÇÁ·Ñ·Î±×,1,2010.07.21,1594,9.5,2346,7,1,1.4717691342534505,0.00439146800501882
933,My OH,1-Andante,2,2010.07.28,1117,9.58,2623,3,1,2.3482542524619516,0.0026857654431512983
934,My OH,2-Allegretto,3,2010.08.04,413,9.57,2200,2,1,5.326876513317191,0.004842615012106538
935,My OH,3-animato,4,2010.08.11,213,9.62,2228,1,1,10.460093896713616,0.004694835680751174
936,My OH,4-agitato,5,2010.08.18,143,9.62,2041,2,1,14.272727272727273,0.013986013986013986
937,±æ¿¡¼­ ¸¸³ª´Ù,³²»êÅ¸¿ö,1,2010.07.24,697,9.52,187,7,1,0.2682926829268293,0.010043041606886656
938,±æ¿¡¼­ ¸¸³ª´Ù,"³²»êÅ¸¿ö, ³¸¼± ´ëÈ­ÀÇ °è´Ü",2,2010.07.24,451,9.6,139,3,1,0.3082039911308204,0.0066518847006651885
939,±æ¿¡¼­ ¸¸³ª´Ù,¼­¿ïÇ³°æ Á¦3È­ ÈÄ¾Ïµ¿±æ,3,2010.08.01,310,9.61,145,2,1,0.46774193548387094,0.0064516129032258064
940,±æ¿¡¼­ ¸¸³ª´Ù,¼­¿ïÇ³°æ 4È­ ÈÄ¾Ïµ¿±æ ù»,4,2010.08.08,144,9.66,106,0,1,0.7361111111111112,0.0
941,±æ¿¡¼­ ¸¸³ª´Ù,¼­¿ïÇ³°æ 5È­ ´ë½Åµ¿ °í¾çÀÌ°è´Ü ±æ,5,2010.08.15,146,9.74,104,0,1,0.7123287671232876,0.0
942,¹¬È¸,¸Ö¸® ¸Ö¸® ³ôÀÌ ³ôÀÌ,1,2006.02.26,392,8.62,40,1,1,0.10204081632653061,0.002551020408163265
943,¹¬È¸,½Åµ¥·¼¶ó ÀÌ¾ß±â,2,2006.02.26,181,9.53,173,2,1,0.9558011049723757,0.011049723756906077
944,¹¬È¸,¸Ö¸® ¸Ö¸® ³ôÀÌ ³ôÀÌ,3,2006.02.27,129,9.24,38,1,1,0.29457364341085274,0.007751937984496124
945,¹¬È¸,¸Ö¸® ¸Ö¸® ³ôÀÌ ³ôÀÌ,4,2006.02.27,95,9.23,26,0,1,0.2736842105263158,0.0
946,¹¬È¸,¸Ö¸® ¸Ö¸® ³ôÀÌ ³ôÀÌ,5,2006.02.27,91,9.2,40,0,1,0.43956043956043955,0.0
947,±×·±Áö(grunge),1.¾öÃ»³­ ½Ç·ÂÀÚ,1,2010.03.12,397,9.72,327,0,1,0.8236775818639799,0.0
948,±×·±Áö(grunge),2.°ø¸íÀ» ¾ò´Ù,2,2010.03.19,199,9.71,309,1,1,1.5527638190954773,0.005025125628140704
949,±×·±Áö(grunge),3.½Ê³âÀü,3,2010.03.26,70,9.64,300,0,1,4.285714285714286,0.0
950,±×·±Áö(grunge),4.Æ÷È¿,4,2010.04.02,37,9.67,269,0,1,7.27027027027027,0.0
951,±×·±Áö(grunge),5.´Á´ë¿Í¼Ò³à,5,2010.04.09,37,9.68,255,0,1,6.891891891891892,0.0
952,¾Æ¿Ë¾Æ¿Ë,00.ÇÁ·Ñ·Î±×,1,2018.05.21,48390,9.89,476,224,0,0.009836743128745608,0.004629055589997933
953,¾Æ¿Ë¾Æ¿Ë,01. Ã¹¸¸³²,2,2018.05.24,45908,9.92,493,233,0,0.010738869042432691,0.005075368127559467
954,¾Æ¿Ë¾Æ¿Ë,02.¼Ò°³ÇÏ±â,3,2018.05.31,41391,9.93,473,222,0,0.01142760503491097,0.00536348481553961
955,¾Æ¿Ë¾Æ¿Ë,03.Ä£ÇØÁö±â,4,2018.06.07,39652,9.9,441,220,0,0.011121759305961869,0.005548269948552406
956,¾Æ¿Ë¾Æ¿Ë,04.¿¹¹æÁ¢Á¾,5,2018.06.14,38377,9.91,415,195,0,0.010813768663522422,0.005081168408161138
957,Àý¸Á ¿¡½ºÇÁ·¹¼Ò,ÇÁ·Ñ·Î±×,1,2021.02.12,14419,9.79,396,221,0,0.027463763090366876,0.015326999098411818
958,Àý¸Á ¿¡½ºÇÁ·¹¼Ò,1È­. Àý¸Á°ú ºúß¾,2,2021.02.19,13386,9.71,252,208,0,0.01882563872702824,0.01553862244135664
959,Àý¸Á ¿¡½ºÇÁ·¹¼Ò,2È­. Àý¸Á°ú ºúù»,3,2021.02.26,9646,9.91,245,173,0,0.02539912917271408,0.01793489529338586
960,Àý¸Á ¿¡½ºÇÁ·¹¼Ò,3È­,4,2021.03.05,9006,9.93,257,192,0,0.028536531201421276,0.021319120586275817
961,Àý¸Á ¿¡½ºÇÁ·¹¼Ò,4È­,5,2021.03.12,9176,9.93,265,188,0,0.028879686137750653,0.02048823016564952
962,ºí·¢ÆÞ,00. Ãß¾ï,1,2018.12.27,70600,9.69,379,258,0,0.005368271954674221,0.0036543909348441925
963,ºí·¢ÆÞ,01. ÈÞ½Ä¹æÇØ,2,2019.01.30,57371,9.55,277,220,0,0.004828223318401283,0.003834690000174304
964,ºí·¢ÆÞ,02. The Irony of Fate,3,2019.02.06,42676,9.58,239,196,0,0.005600337426188021,0.0045927453369575405
965,ºí·¢ÆÞ,03. »ïÀÚ´ë¸é,4,2019.02.13,38980,9.51,202,174,0,0.005182144689584402,0.004463827603899436
966,ºí·¢ÆÞ,04. Ãæµ¹,5,2019.02.20,35896,9.52,188,159,0,0.0052373523512369066,0.004429462892801426
967,ºÓÀº ÀÌÁ¤Ç¥,1.ÈÄÈ¸,1,2021.05.25,6074,9.91,102,84,0,0.016792887718142906,0.01382943694435298
968,ºÓÀº ÀÌÁ¤Ç¥,2.È«Çý,2,2021.06.03,4490,9.91,102,61,0,0.02271714922048998,0.013585746102449888
969,ºÓÀº ÀÌÁ¤Ç¥,3.»ç¾Ç±Ã,3,2021.06.13,3348,9.88,85,65,0,0.025388291517323774,0.01941457586618877
970,ºÓÀº ÀÌÁ¤Ç¥,4.°°ÀÝÀº °Í,4,2021.06.23,3280,9.89,85,71,0,0.025914634146341462,0.021646341463414633
971,ºÓÀº ÀÌÁ¤Ç¥,º£µµ °¨»ç ÀÎ»ç,5,2021.07.01,2811,9.79,86,69,0,0.030594094628246176,0.02454642475987193
972,µÎ¹øÂ° ³ª¿¡°Ô,1È­,1,2021.03.15,10928,9.42,93,75,0,0.008510248901903368,0.006863103953147877
973,µÎ¹øÂ° ³ª¿¡°Ô,2È­,2,2021.03.22,6193,9.6,68,53,0,0.010980138866462135,0.008558049410624899
974,µÎ¹øÂ° ³ª¿¡°Ô,3È­,3,2021.03.29,5169,9.76,70,43,0,0.013542271232346682,0.008318823757012962
975,µÎ¹øÂ° ³ª¿¡°Ô,4È­,4,2021.04.05,4971,9.48,67,48,0,0.01347817340575337,0.009656004828002414
976,µÎ¹øÂ° ³ª¿¡°Ô,5È­,5,2021.04.12,4880,9.86,56,41,0,0.011475409836065573,0.008401639344262295
977,ºí·ç·£µå,0,1,2015.12.30,218649,9.86,1136,620,0,0.005195541712973761,0.002835594948982159
978,ºí·ç·£µå,Àç¿¬Àç °øÁö,2,2020.12.01,21955,9.86,319,328,0,0.014529719881575951,0.014939649282623549
979,ºí·ç·£µå,1,3,2020.12.24,26644,9.84,523,482,0,0.019629184807086024,0.018090376820297252
980,ºí·ç·£µå,2,4,2021.01.24,14192,9.86,328,338,0,0.023111612175873732,0.023816234498308907
981,ºí·ç·£µå,3,5,2021.02.24,9985,9.89,265,252,0,0.026539809714571858,0.025237856785177766
982,¾ÆÅ¸³ª½Ã¾Æ,Chapter 0,1,2019.06.13,28931,9.51,128,128,0,0.004424319933635201,0.004424319933635201
983,¾ÆÅ¸³ª½Ã¾Æ,chapter 1-1,2,2019.07.04,14150,9.54,99,89,0,0.0069964664310954066,0.006289752650176678
984,¾ÆÅ¸³ª½Ã¾Æ,chapter 1-2,3,2019.07.20,10612,9.57,91,70,0,0.008575197889182058,0.006596306068601583
985,¾ÆÅ¸³ª½Ã¾Æ,chapter 1-3,4,2019.08.22,9654,9.66,105,74,0,0.010876320696084525,0.007665216490573856
986,¾ÆÅ¸³ª½Ã¾Æ,chapter 1-4,5,2019.09.21,9745,9.54,106,88,0,0.010877373011800924,0.009030271934325295
987,´É·Â¾È°æ,Ãß¼®Æ¯Áý,1,2014.09.08,299819,9.79,1555,986,0,0.005186462499041088,0.003288650819327661
988,»ç´Â °Ô ÀÌ°Ô ¸ð¾ç?!,Ã¹ ¹øÂ° ÀÌ¾ß±â : ¸ð¾çÀÌ Áý»çµéÀ» ¼Ò°³ÇÕ´Ï´Ù!,1,2019.04.01,63499,9.81,505,540,0,0.00795288114773461,0.00850407093025087
989,»ç´Â °Ô ÀÌ°Ô ¸ð¾ç?!,µÎ ¹øÂ° ÀÌ¾ß±â : ½Ã¾ÈÀÌ³× È¸»ç¿¡¼­ ¾Ë¹Ù¸¦!,2,2019.04.03,39415,9.81,428,391,0,0.01085881009767855,0.009920081187365216
