Unnamed: 0,제목,장르,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
1179,홍데렐라,개그,0,1,0,0,0,1,0,0,0,0,"1,269",9.81,0
1180,이 몸은 신이니라!,개그,0,1,1,0,0,0,0,0,0,0,151,9.61,0
1181,케미스트리,개그,0,1,0,0,1,0,0,0,0,0,239,8.12,0
1182,회장님,개그,0,1,0,0,0,1,0,0,0,0,469,9.61,0
1184,헝그리 블러드,개그,0,1,0,0,0,0,0,1,0,0,428,9.81,0
1187,빌런스쿨,개그,0,1,0,1,0,0,0,0,0,0,993,9.79,0
1189,갓!김치,개그,0,1,0,1,0,0,0,0,0,0,71,8.16,1
1190,아좀비,개그,0,1,0,0,1,0,0,0,0,0,247,8.1,0
1193,미신반신,개그,0,1,0,0,0,1,0,0,0,0,549,9.16,0
1196,하루살이 소년,개그,0,1,1,0,0,0,0,0,0,0,944,9.87,0
1199,모자장수 아가씨,개그,0,1,0,0,1,0,0,0,0,0,101,9.75,0
1200,그마남 이야기,개그,0,1,1,0,0,0,0,0,0,0,"10,789",9.86,0
1201,박하의 효능,개그,0,1,0,0,1,0,0,0,0,0,322,9.67,0
1203,우리! 지구를 떠나자!,개그,0,1,0,0,0,1,0,0,0,0,92,9.68,0
1204,폭군의 궁전청소부,개그,0,1,0,0,0,1,0,0,0,0,"2,334",9.84,0
1205,아싸가 알아버렸다,개그,0,1,0,0,1,0,0,0,0,0,574,9.44,0
1206,텃밭부 사건일지,개그,0,1,0,0,0,0,0,1,0,0,620,9.85,1
1209,자전거 도둑,개그,0,1,0,0,0,0,0,0,0,1,114,7.72,0
1210,호랑이와 해님달님,개그,0,1,1,0,0,0,0,0,0,0,130,9.86,0
1213,꾼대꾼,개그,0,1,0,1,0,0,0,0,0,0,95,9.85,0
1214,비공략 캐릭터를 공략하는 방법,개그,0,1,0,0,0,1,0,0,0,0,"1,451",9.25,0
1215,낭떠러지 밖으로 점프,개그,0,1,1,0,0,0,0,0,0,0,730,9.76,0
1217,아이돌 Dis토피아,개그,0,1,0,0,0,0,1,0,0,0,625,9.74,0
1218,스크럼블 에그!,개그,0,1,1,0,0,0,0,0,0,0,"1,204",9.82,0
1220,양철맨,개그,0,1,0,1,0,0,0,0,0,0,185,9.24,0
1226,지구와 사람과 동물,개그,0,1,0,0,0,0,1,0,0,0,"5,966",9.88,0
1227,꼬마마법사 박광태,개그,0,1,1,0,0,0,0,0,0,0,244,9.75,0
1231,미호의 첫사랑,개그,0,1,0,0,0,1,0,0,0,0,680,8.98,0
1235,마법소년 근무일지,개그,0,1,0,1,0,0,0,0,0,0,"1,078",9.77,0
1244,보글보글챱챱,개그,0,1,0,0,0,1,0,0,0,0,565,9.8,0
1246,판타지를 기대하지마,개그,0,1,0,0,0,1,0,0,0,0,405,9.84,0
1247,그냥 엄청난 판타지,개그,0,1,1,0,0,0,0,0,0,0,468,9.81,0
1249,묵색임금,개그,0,1,1,0,0,0,0,0,0,0,"1,837",9.85,0
1253,돌레인더시티,개그,0,1,0,0,0,0,1,0,0,0,"1,283",9.83,0
1256,장르 섞인 만화,개그,0,1,0,0,0,1,0,0,0,0,757,9.75,0
1257,아이엠,개그,0,1,0,0,1,0,0,0,0,0,"3,424",9.6,0
1259,한라지강,개그,0,1,0,1,0,0,0,0,0,0,247,9.87,0
1261,러브라이터,개그,0,1,0,0,0,1,0,0,0,0,"1,270",9.87,0
1263,지독한악연,개그,0,1,0,0,1,0,0,0,0,0,94,8.56,0
1264,자유부인,개그,0,1,0,0,0,0,1,0,0,0,"1,569",9.86,0
1265,썸타임,개그,0,1,0,0,1,0,0,0,0,0,"2,225",9.86,0
1266,무인도 Vlog,개그,0,1,0,0,1,0,0,0,0,0,442,8.84,0
1268,미세만화 주의보,개그,0,1,0,0,1,0,0,0,0,0,559,9.68,0
1270,니사정 내사정,개그,0,1,0,0,0,1,0,0,0,0,838,9.21,0
1271,겨울성의 백작,개그,0,1,1,0,0,0,0,0,0,0,468,9.86,0
1272,난다고시원,개그,0,1,0,0,1,0,0,0,0,0,151,8.96,0
1274,숲속마을 친구들,개그,0,1,0,0,0,1,0,0,0,0,"1,437",9.87,0
1275,여고생 변신하는 만화,개그,0,1,1,0,0,0,0,0,0,0,477,9.86,0
1279,왕자님을 찾아라!,개그,0,1,1,0,0,0,0,0,0,0,225,9.88,0
1281,정상 컴플렉스,개그,0,1,0,0,0,0,1,0,0,0,"1,775",9.87,0
1282,어쩌지 남여,개그,0,1,0,0,0,1,0,0,0,0,"2,236",9.79,0
1286,이만오천원이야기,개그,0,1,0,0,0,1,0,0,0,0,194,9.85,0
1287,트럼프,개그,0,1,1,0,0,0,0,0,0,0,275,9.85,1
1288,고스트 월드,개그,0,1,0,0,0,0,0,1,0,0,443,9.55,0
1290,레퀴에스,개그,0,1,1,0,0,0,0,0,0,0,90,9.25,0
1293,클로버 신드롬,개그,0,1,1,0,0,0,0,0,0,0,456,9.58,0
1294,평범한 8반,개그,0,1,0,0,1,0,0,0,0,0,225,9.61,1
1295,솔직히 말해서,개그,0,1,1,0,0,0,0,0,0,0,937,9.69,0
1300,얼인의 만아 (얼仁義 滿我),개그,0,1,0,0,0,0,0,0,1,0,549,9.85,0
1302,암흑도시,개그,0,1,0,0,0,0,0,0,0,0,37,8.92,1
1304,은해갑을깝치,개그,0,1,1,0,0,0,0,0,0,0,153,9.24,0
1305,HOOD,개그,0,1,0,0,0,0,0,0,0,0,"1,834",9.87,0
1306,성장호르몬,개그,0,1,0,0,0,1,0,0,0,0,"1,629",9.81,0
1310,다크로드인,개그,0,1,1,0,0,0,0,0,0,0,240,9.86,0
1311,홍할홍할,개그,0,1,0,0,1,0,0,0,0,0,78,9.85,0
1314,연애의정령,개그,0,1,0,0,0,0,0,0,0,0,"1,072",9.84,1
1315,모태솔로수용소,개그,0,1,0,0,0,0,1,0,0,0,"5,389",9.72,1
1318,저리가요 마왕씨,개그,0,1,1,0,0,0,0,0,0,0,"3,469",9.86,0
1319,얼짱의 이중생활,개그,0,1,0,0,0,1,0,0,0,0,405,9.79,0
1320,막장동화에 어서오렴! (feat.동화원정대),개그,0,1,1,0,0,0,0,0,0,0,289,9.25,0
1321,악마와 티타임,개그,0,1,1,0,0,0,0,0,0,0,477,9.86,0
1322,졸래동화,개그,0,1,0,0,0,0,0,0,0,0,"3,894",9.83,0
1325,병맛극장,개그,0,1,0,0,0,0,1,0,0,0,430,9.75,0
1326,외인,개그,0,1,0,1,0,0,0,0,0,0,90,8.62,0
1327,살신성인,개그,0,1,0,0,0,1,0,0,0,0,"37,352",9.85,0
1328,이별만화 완성도,개그,0,1,0,0,0,0,0,0,0,0,277,9.58,1
1329,루이와 졸개들 R,개그,0,1,1,0,0,0,0,0,0,0,216,9.78,0
1330,떡신사바,개그,0,1,1,0,0,0,0,0,0,0,223,9.76,0
1331,FREEKICK,개그,0,1,0,0,0,0,0,0,0,1,126,9.78,0
1333,하푸하푸,개그,0,1,0,0,0,0,1,0,0,0,"4,458",9.85,0
1334,플라즈마걸스,개그,0,1,0,1,0,0,0,0,0,0,865,9.84,0
1338,SORRY MAN,개그,0,1,0,0,0,0,0,0,0,0,39,9.67,0
1339,우주교도소 바다붐,개그,0,1,1,0,0,0,0,0,0,0,"1,749",9.76,0
1340,아씨와 나,개그,0,1,0,0,0,1,0,0,0,0,703,9.86,0
1342,천하무적 칠남매,개그,0,1,0,0,1,0,0,0,0,0,98,9.75,0
1343,렛츠고!팜머스쿨!,개그,0,1,1,0,0,0,0,0,0,0,480,9.85,0
1345,예쁜 사나이,개그,0,1,0,0,1,0,0,0,0,0,139,9.59,0
1347,빙하기 사람들,개그,0,1,0,0,0,0,0,1,0,0,609,9.75,0
1349,키치 꼬치,개그,0,1,1,0,0,0,0,0,0,0,133,8.18,0
1350,아름다운 개새끼,개그,0,1,0,0,0,1,0,0,0,0,"2,530",9.85,0
1352,그들의 방식,개그,0,1,1,0,0,0,0,0,0,0,944,9.83,0
1353,꼴통명문 구린고,개그,0,1,0,0,0,0,0,0,0,0,"1,297",9.85,0
1354,투하프데빌,개그,0,1,0,1,0,0,0,0,0,0,357,9.37,0
1355,트럼프(Trump),개그,0,1,1,0,0,0,0,0,0,0,406,9.85,1
1356,애원(愛怨),개그,0,1,0,0,1,0,0,0,0,0,419,9.81,0
1358,슬기로운 생활,개그,0,1,0,0,1,0,0,0,0,0,"2,319",9.85,0
1359,"치킨,신이된닭",개그,0,1,1,0,0,0,0,0,0,0,379,9.8,0
1362,약하지않아,개그,0,1,1,0,0,0,0,0,0,0,495,9.8,0
1363,변기통 로맨스,개그,0,1,0,0,0,1,0,0,0,0,"1,259",9.81,0
1364,도닥도닥,개그,0,1,0,0,0,0,1,0,0,0,607,9.86,0
1365,악마도 의무교육 받습니다!,개그,0,1,0,0,0,0,0,0,0,0,"3,945",9.87,0
1366,이승전결,개그,0,1,0,0,1,0,0,0,0,0,244,9.68,0
1367,서당개 삼년이면 풍월을 읊는다.,개그,0,1,0,0,0,0,0,0,0,0,256,9.81,0
1368,그래도 조금 공부되는 만화,개그,0,1,0,0,0,0,0,0,1,0,282,9.25,0
1371,플라시버,개그,0,1,1,0,0,0,0,0,0,0,116,8.72,0
1372,뷰티풀 선샤인,개그,0,1,0,0,0,0,1,0,0,0,104,9.16,0
1373,비밀곰,개그,0,1,1,0,0,0,0,0,0,0,182,9.11,0
1374,그런만화,개그,0,1,0,0,0,0,0,0,0,0,359,9.85,0
1377,비스트 사인,개그,0,1,1,0,0,0,0,0,0,0,"1,919",9.66,0
1380,잿빛악마,개그,0,1,1,0,0,0,0,0,0,0,102,9.85,0
1381,백수탐정,개그,0,1,0,0,1,0,0,0,0,0,308,9.81,0
1382,예쁜인력,개그,0,1,1,0,0,0,0,0,0,0,51,8.73,0
1383,우리들의 우상은,개그,0,1,0,0,1,0,0,0,0,0,373,9.84,0
1386,악제에피소드,개그,0,1,1,0,0,0,0,0,0,0,51,9.56,0
1388,웅덩이,개그,0,1,0,0,0,0,1,0,0,0,716,9.13,0
1391,우주 수호기사 마이티 캣!,개그,0,1,1,0,0,0,0,0,0,0,211,9.78,0
1392,기적의 앱스토어,개그,0,1,1,0,0,0,0,0,0,0,"1,153",9.86,0
1393,그녀 찾아 삼만리,개그,0,1,0,0,0,1,0,0,0,0,449,9.71,0
1395,뉴트리아,개그,0,1,1,0,0,0,0,0,0,0,61,9.68,0
1396,음악의 길,개그,0,1,0,0,1,0,0,0,0,0,128,9.3,0
1397,도레미친만화,개그,0,1,1,0,0,0,0,0,0,0,34,6.82,0
1398,소미무,개그,0,1,1,0,0,0,0,0,0,0,116,9.86,0
1399,얀카툰,개그,0,1,1,0,0,0,0,0,0,0,70,8.86,0
1403,언더 더 애플트리,개그,0,1,1,0,0,0,0,0,0,0,106,9.29,0
1405,필,개그,0,1,1,0,0,0,0,0,0,0,154,9.86,0
1406,요런 요물들,개그,0,1,1,0,0,0,0,0,0,0,427,9.86,0
1407,광전사령부,개그,0,1,0,1,0,0,0,0,0,0,20,9.25,0
1408,우바우(우리가 바라는 우리),개그,0,1,0,0,0,0,1,0,0,0,"3,177",9.85,1
1410,무극,개그,0,1,0,0,0,0,0,0,0,0,814,9.84,0
1411,반짝반짝 행복해,개그,0,1,0,0,0,0,0,0,0,0,107,9.25,0
1412,부처핸접,개그,0,1,1,0,0,0,0,0,0,0,688,9.83,0
1414,메리와 도날드,개그,0,1,0,0,0,0,0,0,0,0,71,9.82,0
1415,도전만화가 변봉,개그,0,1,0,0,0,0,0,0,0,1,35,9.67,0
1416,지천명 단편집,개그,0,1,0,0,0,0,0,0,0,0,171,9.74,0
1417,LOS,개그,0,1,0,1,0,0,0,0,0,0,37,9.79,0
1419,콜맨,개그,0,1,0,0,0,0,0,0,0,0,15,8.93,0
1420,할라피뇨와 겁쟁이,개그,0,1,1,0,0,0,0,0,0,0,75,9.83,0
1421,기래믹스,개그,0,1,0,0,0,0,0,0,0,0,400,9.72,0
1422,요괴의 순정만화,개그,0,1,0,0,0,1,0,0,0,0,34,9.58,0
1423,BREEZE (브리즈),개그,0,1,0,1,0,0,0,0,0,0,60,9.39,0
1424,L.C.S.F,개그,0,1,0,0,0,1,0,0,0,0,80,9.81,0
1426,맛집남녀,개그,0,1,0,0,0,0,0,0,0,0,21,9.6,1
1427,진지 드셨어요?,개그,0,1,0,0,0,1,0,0,0,0,"1,611",9.76,0
1428,우리는 고저스맨!,개그,0,1,0,0,0,0,0,0,0,0,24,9.58,0
1430,말하지 않는다.,개그,0,1,0,0,0,0,0,1,0,0,252,9.76,0
1433,다른 세상 소년,개그,0,1,0,0,0,1,0,0,0,0,48,9.55,0
1434,개솔툰,개그,0,1,0,0,0,0,1,0,0,0,29,6.87,0
1435,내 마음의 음유시인,개그,0,1,0,0,1,0,0,0,0,0,932,9.86,0
1436,인생 삼파전,개그,0,1,0,0,0,1,0,0,0,0,87,9.74,0
1437,전달자,개그,0,1,1,0,0,0,0,0,0,0,384,9.31,0
1439,늘 푸른 찻집,개그,0,1,0,0,1,0,0,0,0,0,462,9.85,1
1440,낭만두더지 나두,개그,0,1,0,0,0,0,1,0,0,0,20,9.51,0
1442,푸드 포스 레인저,개그,0,1,1,0,0,0,0,0,0,0,231,9.81,0
1444,왕성고의 흔한 사건,개그,0,1,0,0,0,0,0,0,0,0,44,9.78,0
1449,여동생은 로봇,개그,0,1,1,0,0,0,0,0,0,0,668,9.8,0
1450,길 위에서,개그,0,1,0,0,0,0,1,0,0,0,24,9.68,0
1451,반마(半魔),개그,0,1,1,0,0,0,0,0,0,0,10,9.4,0
1452,고양이툰,개그,0,1,0,0,0,0,0,0,0,0,16,8.69,0
1453,사랑하는 마음,개그,0,1,1,0,0,0,0,0,0,0,42,9.61,0
1455,"그 날, 이후의 세계",개그,0,1,1,0,0,0,0,0,0,0,278,9.84,0
1457,위아더 능력자!,개그,0,1,0,0,0,0,0,0,0,0,55,9.82,1
1458,솔라보이,개그,0,1,1,0,0,0,0,0,0,0,135,9.78,0
1459,보통회사 이야기,개그,0,1,0,0,0,0,0,0,0,0,332,8.96,0
1460,신입사원 김용사씨,개그,0,1,1,0,0,0,0,0,0,0,124,9.86,0
1462,사우나토크,개그,0,1,0,0,0,0,0,0,0,0,7,9.68,0
1463,은퇴한 히어로,개그,0,1,0,0,0,1,0,0,0,0,314,9.85,0
1464,아더스 (others),개그,0,1,0,0,0,1,0,0,0,0,66,9.78,0
1465,아프리카의 대장,개그,0,1,0,1,0,0,0,0,0,0,8,9.43,0
1466,스펠 SPELL,개그,0,1,1,0,0,0,0,0,0,0,56,9.79,0
1467,펭귄테일,개그,0,1,0,0,0,0,1,0,0,0,"1,489",9.85,0
1468,그림자도마뱀사기극,개그,0,1,1,0,0,0,0,0,0,0,62,9.8,0
1469,Punky Punky Life,개그,0,1,0,0,0,0,0,0,0,0,45,9.8,0
1472,버츄얼 패밀리,개그,0,1,0,0,1,0,0,0,0,0,23,9.84,0
1473,될성부른 떡잎,개그,0,1,0,0,0,0,0,0,0,0,11,9.67,0
1474,마로이야기,개그,0,1,0,0,0,0,1,0,0,0,93,9.84,0
1476,청춘거지클럽,개그,0,1,0,0,1,0,0,0,0,0,68,9.78,0
1477,기묘한 책방,개그,0,1,0,0,0,0,0,0,0,0,185,9.85,0
1478,항문미남 랩소디,개그,0,1,0,0,0,0,0,0,0,0,9,9.75,0
1482,내맴툰,개그,0,1,0,0,0,0,0,0,0,0,8,8.96,0
1483,바다의 노래,개그,0,1,0,0,0,0,0,0,0,0,33,9.42,0
1484,댐비야,개그,0,1,0,0,0,0,0,0,0,0,3,8.17,0
1485,미묘한 이야기,개그,0,1,1,0,0,0,0,0,0,0,101,9.44,0
1493,다크서클,개그,0,1,0,0,0,0,0,0,0,0,11,9.78,0
1494,레드군,개그,0,1,0,1,0,0,0,0,0,0,70,9.5,0
1495,즐거운 생활,개그,0,1,0,0,0,0,0,0,0,0,3,8.67,0
1497,불라불라,개그,0,1,0,0,0,0,0,0,0,0,35,9.66,0
1499,바삭바삭한 친구들,개그,0,1,0,0,0,0,0,0,0,0,5,9.56,0
1500,수상한 상담소,개그,0,1,0,0,0,0,0,0,0,0,24,9.29,0
1501,햇살 주인공을 악당으로 키워버렸다,판타지,0,0,1,0,0,1,0,0,0,0,"10,433",9.79,0
1502,저승파견고용직,판타지,0,0,1,1,0,0,0,0,0,0,"25,655",9.89,0
1504,묘령의 황자,판타지,0,0,1,0,0,0,0,0,0,0,"2,757",9.91,0
1505,악마법소녀,판타지,0,0,1,1,0,0,0,0,0,0,"2,040",9.89,0
1507,디바이스,판타지,0,0,1,1,0,0,0,0,0,0,"4,980",9.84,0
1508,피치인러브,판타지,0,0,1,0,0,1,0,0,0,0,"1,199",9.4,0
1509,런어웨이,판타지,0,0,1,0,0,1,0,0,0,0,"17,886",9.78,0
1512,템플러,판타지,0,0,1,1,0,0,0,0,0,0,662,9.5,0
1514,언니가 돌아왔다,판타지,0,0,1,0,1,0,0,0,0,0,"4,448",9.84,0
1515,미친 꽃은 답도 없다,판타지,0,0,1,0,0,1,0,0,0,0,"3,748",9.71,0
1516,죽음과 동화,판타지,0,0,1,0,0,1,0,0,0,0,"7,413",9.88,0
1517,그림셔틀,판타지,0,0,1,1,0,0,0,0,0,0,"1,012",9.79,0
1519,LADS'PARTY,판타지,0,0,1,0,1,0,0,0,0,0,"3,690",9.57,0
1522,용사가 되고 싶지 않아,판타지,0,0,1,1,0,0,0,0,0,0,761,9.88,0
1524,용사 성장 프로젝트,판타지,0,0,1,1,0,0,0,0,0,0,543,9.66,0
1525,여왕의 계절,판타지,0,0,1,0,0,0,0,0,1,0,"5,052",9.87,0
1526,클리셰,판타지,0,0,1,1,0,0,0,0,0,0,"4,684",9.86,0
1527,체리 블러드,판타지,0,0,1,1,0,0,0,0,0,0,847,9.48,0
1528,저승길잡이,판타지,0,0,1,1,0,0,0,0,0,0,"1,933",9.9,0
1529,테일 오브 빌런,판타지,0,0,1,0,0,1,0,0,0,0,524,9.84,0
1532,"헬로,로시!",판타지,0,0,1,1,0,0,0,0,0,0,330,9.74,0
1533,소라비의 잡화점,판타지,0,0,1,0,0,1,0,0,0,0,"1,526",9.77,0
1534,신과 인간,판타지,0,0,1,1,0,0,0,0,0,0,"12,103",9.89,0
1535,땅거미들,판타지,0,0,1,0,1,0,0,0,0,0,668,9.69,0
1537,호구 도사,판타지,0,0,1,0,0,0,0,0,1,0,429,9.74,0
1538,프레이,판타지,0,0,1,1,0,0,0,0,0,0,644,9.69,0
1539,블랙펄,판타지,0,0,1,1,0,0,0,0,0,0,"2,150",9.73,0
1541,곰의 딸,판타지,0,0,1,0,1,0,0,0,0,0,"1,114",9.45,0
1542,절망 에스프레소,판타지,0,0,1,0,1,0,0,0,0,0,810,9.87,0
1543,아타나시아,판타지,0,0,1,1,0,0,0,0,0,0,582,9.69,0
1544,에고 인 휴고,판타지,0,0,1,0,1,0,0,0,0,0,349,9.77,0
1545,당신의 쓸모,판타지,0,0,1,0,0,0,1,0,0,0,385,9.64,0
1546,질주,판타지,0,0,1,1,0,0,0,0,0,0,290,9.75,0
1547,더 리턴,판타지,0,0,1,0,1,0,0,0,0,0,"2,306",9.66,0
1548,숲의 향연,판타지,0,0,1,0,0,0,0,0,1,0,"1,512",9.73,0
1550,덩키파티,판타지,0,0,1,1,0,0,0,0,0,0,"1,038",9.59,0
1551,서유신마록,판타지,0,0,1,0,1,0,0,0,0,0,558,9.68,0
1552,발푸르기스의 너머,판타지,0,0,1,0,1,0,0,0,0,0,404,9.73,0
1553,폴라로이드,판타지,0,0,1,0,1,0,0,0,0,0,158,9.84,0
1554,"지몽, 선 너머의 나",판타지,0,0,1,0,0,1,0,0,0,0,"2,195",9.6,0
1555,30일의 시간여행,판타지,0,0,1,0,1,0,0,0,0,0,814,9.44,0
1556,디센트,판타지,0,0,1,1,0,0,0,0,0,0,900,9.59,0
1557,아라군주,판타지,0,0,1,1,0,0,0,0,0,0,145,9.71,0
1559,로그 아일,판타지,0,0,1,1,0,0,0,0,0,0,902,9.73,0
1560,베텔게우스,판타지,0,0,1,0,0,1,0,0,0,0,605,9.46,0
1561,기억지도,판타지,0,0,1,0,0,0,0,1,0,0,359,9.65,0
1562,황녀의 기사,판타지,0,0,1,0,1,0,0,0,0,0,20,9.63,0
1563,프로탈출러,판타지,0,0,1,0,0,0,0,1,0,0,101,9.48,0
1564,옆집여대생,판타지,0,0,1,0,1,0,0,0,0,0,"19,877",9.81,0
1565,저주라는이름의축복,판타지,0,0,1,0,0,0,0,0,0,0,"1,566",9.86,0
1567,올림포스 랩소디,판타지,0,0,1,0,0,1,0,0,0,0,38,9.29,0
1568,원더키퍼,판타지,0,0,1,1,0,0,0,0,0,0,"1,115",9.9,0
1569,금수저,판타지,0,0,1,0,1,0,0,0,0,0,"15,920",9.85,1
1570,어둠의 창 번외편-토아 이야기,판타지,0,0,1,0,0,1,0,0,0,0,"1,254",9.56,0
1571,봉산코믹스,판타지,0,0,1,0,0,0,1,0,0,0,"2,914",9.78,0
1572,이루어지리다,판타지,0,0,1,0,1,0,0,0,0,0,137,9.66,0
1573,디플로마티코,판타지,0,0,1,0,1,0,0,0,0,0,435,9.69,0
1574,기억 속 너에게,판타지,0,0,1,0,1,0,0,0,0,0,269,9.05,0
1575,매그니피센트,판타지,0,0,1,0,1,0,0,0,0,0,325,9.79,0
1576,귀전구담,판타지,0,0,1,0,0,0,0,1,0,0,"20,320",9.9,1
1577,백발의 유성,판타지,0,0,1,0,0,0,0,0,1,0,88,9.35,0
1578,이름을 빌려드립니다,판타지,0,0,1,0,1,0,0,0,0,0,"3,466",9.76,0
1579,붉은 이정표,판타지,0,0,1,1,0,0,0,0,0,0,25,9.83,0
1581,덴큐,판타지,0,0,1,1,0,0,0,0,0,0,"3,222",9.73,0
1582,괴괴괴괴괴,판타지,0,0,1,0,0,0,0,1,0,0,"5,969",9.79,0
1583,나는 공주다,판타지,0,0,1,0,0,1,0,0,0,0,"12,779",9.61,0
1585,보충수업,판타지,0,0,1,0,0,0,0,0,0,0,24,9.19,0
1586,슈체나리움 (Szenarium),판타지,0,0,1,1,0,0,0,0,0,0,356,9.13,0
1587,미스터리 록앤 시트러스,판타지,0,0,1,0,0,1,0,0,0,0,28,9.27,0
1588,인어를 위한 수영교실,판타지,0,0,1,0,0,1,0,0,0,0,"5,724",9.9,1
1589,리콜 마이 라이프,판타지,0,0,1,0,1,0,0,0,0,0,40,9.43,0
1590,드래곤메이커,판타지,0,0,1,0,0,0,0,0,0,0,"10,392",9.89,0
1591,애니멀 팜!,판타지,0,0,1,0,0,0,0,1,0,0,"18,334",9.87,0
1593,취사병 전설이 되다,판타지,0,0,1,0,1,0,0,0,0,0,"1,660",9.89,1
1594,환생게임,판타지,0,0,1,1,0,0,0,0,0,0,"5,474",9.46,0
1595,고양이 프린스,판타지,0,0,1,0,0,1,0,0,0,0,"8,643",9.79,0
1596,백일몽화원,판타지,0,0,1,0,0,0,0,0,0,0,"2,091",9.7,0
1597,슈넨베리아,판타지,0,0,1,0,0,1,0,0,0,0,"16,783",9.88,0
1598,날지못하는악마,판타지,0,0,1,0,0,1,0,0,0,0,"14,605",9.89,0
1599,잉여특공대,판타지,0,0,1,0,1,0,0,0,0,0,"10,900",9.88,1
1601,루나샵에 어서오세요!,판타지,0,0,1,0,0,1,0,0,0,0,"16,441",9.9,0
1602,마법약사,판타지,0,0,1,1,0,0,0,0,0,0,"21,933",9.9,0
1603,DOLL,판타지,0,0,1,0,0,0,0,0,0,0,"14,690",9.9,0
1604,(Old)악마법소녀,판타지,0,0,1,1,0,0,0,0,0,0,"11,191",9.88,0
1605,얼티미터,판타지,0,0,1,1,0,0,0,0,0,0,"4,478",9.89,0
1606,헬로도사,판타지,0,0,1,0,0,1,0,0,0,0,758,9.82,1
1607,Save Me,판타지,0,0,1,0,1,0,0,0,0,0,"3,348",9.86,0
1608,서울신이전,판타지,0,0,1,0,0,0,0,0,0,0,32,9.56,0
1609,"우주에서제일못생긴설정이지만,그래도연애할수있을거같아",판타지,0,0,1,0,0,1,0,0,0,0,"3,365",9.85,0
1610,기묘한 기담,판타지,0,0,1,0,0,0,0,1,0,0,"2,429",9.86,0
1612,성형술사,판타지,0,0,1,0,1,0,0,0,0,0,"6,557",9.73,0
1613,인어의 연못,판타지,0,0,1,0,1,0,0,0,0,0,"8,370",9.88,0
1614,하루만 네가 되고 싶어,판타지,0,0,1,0,1,0,0,0,0,0,"9,032",9.89,1
1615,버기버그,판타지,0,0,1,0,0,0,1,0,0,0,"3,673",9.86,0
1617,히어로망스,판타지,0,0,1,1,0,0,0,0,0,0,"1,777",9.85,0
1618,검의계승자,판타지,0,0,1,1,0,0,0,0,0,0,"3,007",9.87,0
1619,위치파이와 미드나잇주스,판타지,0,0,1,0,0,0,1,0,0,0,"19,742",9.84,0
1620,랭커앤랭커,판타지,0,0,1,1,0,0,0,0,0,0,"9,873",9.8,0
1622,지구인입니다,판타지,0,0,1,0,1,0,0,0,0,0,"9,251",9.88,0
1624,무주의 맹시,판타지,0,0,1,0,0,1,0,0,0,0,"1,259",9.89,1
1625,하늘에 핀 동백꽃,판타지,0,0,1,0,0,0,1,0,0,0,"11,209",9.88,0
1628,돌아와 리즈!,판타지,0,0,1,0,0,1,0,0,0,0,"2,962",9.77,0
1629,잊지 말아요,판타지,0,0,1,0,1,0,0,0,0,0,"5,148",9.86,0
1630,미르신화전기,판타지,0,0,1,1,0,0,0,0,0,0,"3,849",9.86,0
1631,10월 28일,판타지,0,0,1,0,0,0,0,1,0,0,"2,913",9.88,1
1632,합법해적 파르페,판타지,0,0,1,0,0,0,0,0,0,0,"2,590",9.9,1
1634,달리다굼,판타지,0,0,1,0,0,1,0,0,0,0,"10,274",9.85,0
1635,셀리아의 어린 연인,판타지,0,0,1,0,0,1,0,0,0,0,"1,058",9.84,0
1636,요괴백정,판타지,0,0,1,0,0,0,0,0,1,0,"2,468",9.85,0
1638,그 앨리스에게 판타지란 없다,판타지,0,0,1,1,0,0,0,0,0,0,917,9.89,0
1639,검은인간,판타지,0,0,1,1,0,0,0,0,0,0,"1,273",9.89,1
1640,사형제,판타지,0,0,1,0,1,0,0,0,0,0,"11,532",9.88,0
1643,이매무당전,판타지,0,0,1,0,0,0,0,0,1,0,"4,575",9.9,0
1644,그 세계의 공주님,판타지,0,0,1,0,0,1,0,0,0,0,"6,378",9.87,0
1645,너는 나의 나는 너의 수호천사,판타지,0,0,1,0,0,1,0,0,0,0,"10,301",9.88,0
1646,빅보이,판타지,0,0,1,1,0,0,0,0,0,0,"1,822",9.82,0
1647,소환진이 좀 이상해 보이는 건 기분 탓이겠지,판타지,0,0,1,0,0,0,0,0,0,0,"10,693",9.9,0
1648,회색문: 괴담,판타지,0,0,1,0,0,0,0,1,0,0,"1,237",9.8,0
1649,안녕도깨비,판타지,0,0,1,0,0,1,0,0,0,0,"3,084",9.87,0
1651,시간이 머문 집,판타지,0,0,1,0,0,0,1,0,0,0,"9,163",9.89,0
1652,체리블로섬,판타지,0,0,1,0,0,1,0,0,0,0,"8,437",9.89,0
1653,껌은 고양이 뇌로,판타지,0,0,1,0,0,0,0,1,0,0,"6,505",9.82,0
1655,자체공강,판타지,0,0,1,0,0,1,0,0,0,0,"12,820",9.86,0
1657,지울 수 있을까?,판타지,0,0,1,0,1,0,0,0,0,0,"5,370",9.89,0
1658,다프트기어,판타지,0,0,1,0,1,0,0,0,0,0,"2,048",9.7,0
1660,카인의표적,판타지,0,0,1,1,0,0,0,0,0,0,"2,811",9.85,0
1661,나는 사람입니다.,판타지,0,0,1,0,0,0,0,1,0,0,169,9.86,0
